GSenergy_pa_composition_average,BulkModulus_difference,NUnfilled_composition_average,Density_min_value,valence_composition_average,HHIr_composition_average,IsAlkalineEarth_composition_average,Density_arithmetic_average,BCCvolume_padiff_composition_average,HHIp_composition_average,ElectronAffinity_composition_average,NfUnfilled_composition_average,IsRareEarth_composition_average,IsHexagonal_composition_average,ThermalConductivity_composition_average,ElectricalConductivity_composition_average,IonicRadii_composition_average,Polarizability_min_value,NValance_composition_average,ElasticModulus_composition_average,AtomicRadii_composition_average,BCCmagmom_composition_average,BCCfermi_composition_average,NfUnfilled_max_value,BCCenergy_pa_composition_average
-3.651947311,360.4,1.267291911,1.429,2.087924971,1347.596717,0.234466589,9397.0858,-1.228657477,1762.602579,76.85615475,0,0,0.017584994,53.14013154,7.974208675,1.272977726,0.802,7.905041032,27.88393904,1.241547479,0,3.000122951,0,-2.413098431
-4.04267352,130.4,1.4,1.429,2.08,1036,0.24,3248.2858,-0.9966,1428,76.964,0,0,0.04,106.547048,16.2348,1.1708,0.802,5.96,29.16,1.1744,0,3.360436423,0,-2.664612553
-4.762935365,166.9,2.534482759,856,5.199507389,4594.581281,0,4516.333333,-2.993678161,2189.408867,112.1167488,0,0,0.492610837,45.26773399,10.45615764,0.679064039,3.77,10.82019704,83.51477833,1.496874384,0.733013435,4.996299373,0,-4.481958268
-4.05407324,130.4,2.079051383,1.429,2.079051383,1227.272727,0.158102767,4860.35725,-0.918083004,1867.588933,97.96166008,0.790513834,0.079051383,0.079051383,99.45282292,14.96442688,1.235573123,0.802,6.553359684,34.46640316,1.181778656,0,3.179518822,10,-2.827178408
-5.616520251,198,4.4725,1.429,4.0725,2607.5,0,5353.354167,-1.05819375,3992.5,82.46475,0,0.25,0.3,37.82526375,4.41,0.924075,0.557,8.0275,85.95,1.313425,0.4223367,5.930931968,0,-4.908413898
-4.054099467,170.4,1.61163522,1.429,2.083333333,1223.27044,0.157232704,5978.0858,-0.937735849,1857.232704,98.16462264,0.314465409,0.078616352,0.078616352,96.98733711,14.62531447,1.215849057,0.802,7.017295597,36.63836478,1.175367925,0.000304562,3.175344503,4,-2.819842219
-4.19500461,130.4,2.045724737,1.429,2.106691053,1217.878372,0.15241579,4473.904833,-1.172043134,1947.950008,86.90399329,0,0,0.076207895,89.70846081,13.81649139,1.208413352,0.802,6.350556318,34.26306965,1.164567901,0,3.239032605,0,-2.929369008
-3.616163106,130.4,1.201165097,1.429,2,1172.781358,0.256569162,5503.0858,-1.150067529,1701.289043,67.26218394,0,0,0,105.8272537,16.12010412,1.204455875,0.802,6.867005454,29.28358949,1.22627417,0,3.122213354,0,-2.443784668
-4.591082114,118,3.997142857,1.429,2.307142857,1385.714286,0,6172.8858,-0.927157143,3228.571429,111.8142857,2.377142857,0.285714286,0.015714286,61.15537143,8.987428571,1.213671429,0.802,7.231428571,30.40714286,1.115064286,0,3.323134724,13,-3.233398054
-4.573499001,192,3.587142857,1.429,2.28,1410.428571,0.031428571,6013.4858,-0.907092857,3068.857143,104.9272857,0,0.254285714,0.258571429,59.76517143,9.115428571,1.238385714,0.802,5.812857143,32.21142857,1.144781429,0.000204971,4.431437275,0,-3.2193601
-4.048259163,130.4,1.456303171,1.429,2.07733952,1212.451663,0.154679041,5727.4858,-0.941225831,1837.973705,98.62134571,0.154679041,0.07733952,0.079659706,96.47355623,14.50781129,1.216728538,-5.816666667,7.162412993,36.35962877,1.16717092,0,3.154010657,2,-2.797299998
-4.217114317,130.4,2.052325581,1.429,2.083333333,1179.069767,0.149224806,4609.8858,-0.930973837,1902.131783,95.51472868,0,0.005813953,0.083333333,97.5564,14.68468992,1.216317829,0.802,6.315891473,36.06007752,1.170176357,4.68081E-06,3.196753447,0,-2.969280284
-4.579700001,112,3.663214286,1.429,2.264285714,1384,0.021428571,4967.4858,-0.889635714,3115,107.0161071,0,0.264285714,0.265357143,60.77665714,9.233785714,1.237867857,-5.816666667,5.836785714,31.21892857,1.141907857,0.000212776,4.47280629,0,-3.2267558
-4.272909341,112,2.687772926,1.429,2.240174672,1293.668122,0.087336245,5807.4858,-1.048908297,2302.401747,96.73864629,0,0.131004367,0.131004367,69.8202821,10.88755459,1.235152838,0.802,7.277292576,29.25764192,1.149694323,0.000105472,4.069617125,0,-2.952557409
-5.805101877,159,4.5,1.429,4,2470,0,4314.2858,-2.140922619,3665,71.965,0,0.25,0.25,26.03885,3.465,0.8405,0.802,6,68.2,1.2875,0.527866975,6.662302203,0,-5.032630562
-5.80965914,171.7,2.95,4819,5.925,3702.5,0,7200.333333,-2.87475,2265,111.655,0,0,0.5,41.3825,9.685,0.5285,3.77,12.05,115.425,1.320625,1.00417901,5.997734477,0,-5.521954102
-4.140439942,130.4,2.174148607,1.429,2.096749226,1202.786378,0.135448916,4025.4858,-0.922397446,1992.647059,97.61702786,0,0.096749226,0.096749226,102.6753412,15.53986068,1.210913313,0.802,6.328947368,35.63854489,1.162294892,7.78928E-05,3.671938552,0,-2.887974641
-4.067167457,130.4,2.077160494,1.429,2.077160494,1220.679012,0.154320988,4414.2858,-0.958950617,1853.395062,97.20339506,0.771604938,0.077160494,0.077160494,96.85085679,14.6404321,1.237037037,0.802,6.540123457,33.67283951,1.169891975,0,3.178695544,10,-2.814599799
-4.248390678,130.4,2.138942493,1.429,2.092628329,1183.905828,0.138942493,4609.8858,-0.929033192,1958.896179,96.69243535,0,0.015438055,0.092628329,97.09608391,14.61366268,1.214588962,0.802,6.324199151,36.26399074,1.16499807,1.24292E-05,3.255814574,0,-2.994831708
-4.128407772,130.4,2.503371081,1.429,2.111932971,1214.472737,0.130915756,4746.053625,-0.957727302,2039.372914,94.74253453,0.25201283,0.098186817,0.098186817,96.90602015,14.60836552,1.205668652,0.802,6.606794528,33.98900308,1.156227008,5.00651E-05,3.58350123,7,-2.861423758
-5.803116593,161.7,3.01,4819,6.01,3429,0,6600.75,-3.053109195,2467,108.0375,0,0,0.5,40.4737,7.49305,0.6437,3.77,11.99,120.37,1.37049,1.042410501,6.629399898,0,-5.582306327
-4.18395342,130.4,1.993039443,1.429,2.07733952,1175.638051,0.154679041,4808.6858,-0.934930394,1861.175561,94.20541377,0,0,0.084300077,95.37533503,14.35096674,1.218321732,-5.816666667,6.316318639,35.55993813,1.171520495,0,3.157420502,0,-2.934134642
-4.191626108,123,2.14,1.429,2.46,1782.666667,0.14,4558.904833,-1.510766667,2350.666667,82.65333333,0,0,0.06,64.04361333,10.07333333,1.208533333,0.4,8.993333333,27.27066667,1.1888,0,3.832270059,0,-2.942272539
-3.820706338,130.4,1.345468629,1.429,2.077459334,1228.892332,0.154918668,4711.904833,-1.002594888,1867.931836,96.1348567,0.042602634,0.077459334,0.003872967,98.44823656,14.86831913,1.212470953,0.802,7.274206042,32.39349342,1.179837335,0,3.06345283,11,-2.581369338
-3.969040142,27.9,1.896,1.429,2.516,2346.2,0.12,4157.4858,-1.747023333,1864.4,104.1688,0.022,0.002,0.002,12.1517,1.8292,1.3374,0.4,9.672,8.584,1.232656,0,3.714639846,11,-2.574977977
-4.231575898,130.4,2.205792683,1.429,2.099085366,1172.256098,0.129573171,4099.904833,-0.951848323,2008.384146,96.3820122,0,0.053353659,0.099085366,101.264778,15.29496951,1.206402439,0.802,6.327743902,35.89481707,1.151333841,4.2955E-05,3.478597596,0,-2.963022835
-5.605506766,148,3.298701299,1.429,4.077922078,2318.181818,0,5538.35725,-1.221753247,4058.441558,70.37272727,1.038961039,0.25974026,0.25974026,36.65643896,4.181818182,0.87012987,0.802,10.41558442,81.2987013,1.305064935,0.548224104,4.908144336,4,-4.947173496
-4.267304315,160.4,1.973333333,1.429,2.12,1145.333333,0.133333333,4955.4858,-0.933133333,1757.333333,98.60933333,0,0,0.066666667,106.3986133,16.02,1.196266667,0.802,6.56,40.25333333,1.146306667,0.028142171,3.263276558,0,-3.024361564
-5.601066501,159,2.8,1823,4.8,2892,0.2,4513.5,-2.159428571,2964,6.164,0,0,0,46.8142,6.544,0.6548,3.63,8.4,98.92,1.4692,0.84426512,5.943757029,0,-5.391935987
-4.194918972,130.4,2.045731707,1.429,2.106707317,1217.987805,0.152439024,4473.904833,-1.17195122,1948.170732,86.89573171,0,0,0.076219512,89.72209512,13.81859756,1.208384146,0.802,6.350609756,34.26829268,1.164634146,0,3.239057834,0,-2.929440596
-4.578890106,130.4,3.638571429,1.429,2.261428571,1366.285714,0.024285714,4644.35725,-0.863189286,3070.714286,109.3371429,0,0.261428571,0.261428571,61.41465714,9.236142857,1.242028571,0.802,5.832857143,31.10142857,1.14433,0.000210476,4.453282281,0,-3.226474939
-4.204831568,130.4,2.055384615,1.429,2.090769231,1162.307692,0.153846154,3920.6858,-0.934815385,1853.846154,94.262,0,0,0.076923077,94.56552308,14.25846154,1.2166,0.802,6.196923077,34.82846154,1.170873846,0,3.207052653,0,-2.948890702
-4.192921359,130.4,2.060836502,1.429,2.091254753,1207.224335,0.152091255,3705.5715,-1.044125475,1929.657795,85.8634981,0,0,0.076045627,92.10965095,14.22813688,1.206235741,0.802,6.182509506,34.50190114,1.160752852,0,3.219114069,0,-2.924646807
-4.590208982,142,3.669428571,1.429,2.271142857,1383.4,0.021428571,5114.2858,-0.889856429,3116.371429,106.9812,0,0.264285714,0.264285714,60.53207143,9.195857143,1.237548571,0.802,5.830571429,31.39914286,1.141786571,0.003831056,4.476856368,0,-3.23737789
-8.517229633,94,6.4875,2700,4.5125,6861.25,0,5531,0.0521875,6821.25,84.1875,0,0,0,97.31125,13.90375004,0.614875,5.84,4.6375,96.18125,1.4285,0,5.575084522,0,-8.490390152
-4.195321098,112,2.497237569,1.429,2.220994475,1301.104972,0.110497238,5807.4858,-1.081906077,2207.18232,91.38176796,0,0.110497238,0.110497238,70.44534475,11.08839779,1.235359116,0.802,7.270718232,28.83977901,1.160828729,8.89613E-05,3.947704702,0,-2.889642902
-8.375263695,21,5.64,2260,3.96,424,0,7941.666667,0.8042,680,75.38,0,0.4,0.64,20.096,2.658,0.5132,1.67,4.52,33.84,1.26264,0,7.997384725,0,-5.714410462
-4.533138907,161.7,2.088353414,0.0899,3.34939759,2334.136546,0,2645.90378,-2.273092369,1580.722892,97.6811245,0,0,0.401606426,33.14556225,6.1437751,0.944859438,0.666793,6.618473896,54.00401606,1.037497992,0.483163773,3.90574246,0,-3.716627519
-4.901312404,148,4.264150943,1.429,3.547169811,2352.830189,0,4532.854167,-1.267814465,4299.371069,104.3701258,2.51572327,0.314465409,0.056603774,24.84860063,2.704413836,1.005849057,0.557,9.018867925,55.72327044,1.299528302,0.33186522,4.033889003,8,-4.183590269
-4.057341452,130.4,1.691119691,1.429,2.077220077,1210.42471,0.154440154,5678.4858,-0.936698842,1835.907336,98.96100386,0.386100386,0.077220077,0.077220077,97.04543861,14.6007722,1.225173745,0.802,6.926640927,35.7992278,1.169629344,0,3.165677431,11,-2.805319494
-4.159875328,130.4,1.88,1.429,2.066666667,1137.333333,0.133333333,4561.4858,-0.947433333,1689.333333,100.2533333,0,0,0.053333333,110.9879467,16.68,1.193333333,0.802,6.733333333,38.38133333,1.141466667,0,3.245210072,0,-2.917634846
-3.919634569,123,2.030769231,1.429,2.123076923,1627.692308,0.184615385,4903.904833,-1.229692308,2233.846154,65.83846154,0,0,0.123076923,72.87321538,11.58461538,1.260153846,0.802,7.507692308,25.92615385,1.196153846,0,3.415364751,0,-2.66829966
-5.43888892,208,2.736,2630,4.736,3006.4,0.2,9330.25,-1.5284,3219.2,12.6016,0,0,0,52.5108,6.9424,0.70656,4.31,10.112,101.848,1.486848,0.77672391,5.553164613,0,-5.260236238
-4.301271882,130.4,2.273972603,1.429,2.106544901,1186.453577,0.121765601,4609.8858,-0.932229833,2037.290715,98.87016743,0,0.0304414,0.106544901,95.65823714,14.39421613,1.213242009,0.802,6.334855403,36.31659056,1.153652968,2.45084E-05,3.347240783,0,-3.031017297
-4.151031594,130.4,2.171102662,1.429,2.095057034,1196.577947,0.133079848,4025.4858,-0.930085551,1959.695817,99.16844106,0,0.095057034,0.095057034,99.50318707,15.0513308,1.217414449,0.802,6.323193916,34.95437262,1.156634981,7.65304E-05,3.65161829,0,-2.880456391
-4.119864932,130.4,2.139071313,1.429,2.092714208,1250.21247,0.139071313,4241.4858,-0.947757475,1983.427335,96.03316851,0,0.092714208,0.092714208,96.32554726,14.71992583,1.21905277,0.802,6.32449973,35.26230395,1.167873754,7.46442E-05,3.611258829,0,-2.866514995
-5.02107972,213,2.502439024,1550,4.454878049,3154.634146,0.22804878,8958.4,-1.60297561,3476.585366,19.89756098,0.063414634,0.015853659,0.015853659,92.53060976,12.24317073,0.679256098,4.31,10.93902439,87.17804878,1.491267073,0.514795805,5.694476885,4,-4.815011719
-5.050248386,309,3.533333333,535,2.666666667,1640,0.266666667,1858.25,-0.699111111,3496.666667,-39.84,0,0,0.266666667,70.32333333,7.62,0.388666667,3.03,2.666666667,308.5233333,1.179333333,0,8.195835482,0,-3.898457125
-4.129020284,130.4,1.918207681,0.0899,1.989331437,1077.880512,0.142247511,3380.70378,-1.163157895,1710.881935,93.14516358,0,0,0.152916074,89.54882354,13.47795164,1.2443101,0.666793,5.875533428,32.88762447,1.10215505,0,3.165605538,0,-2.885424615
-4.218523017,130.4,2.032786885,1.429,2.087431694,1184.309133,0.156128025,4682.8858,-0.930526932,1882.357533,94.27736144,0,0,0.082747853,96.49672084,14.51959407,1.217064793,0.802,6.279469165,35.95628415,1.176785324,0,3.160758135,0,-2.978639781
-3.751009181,123,1.5,1.429,2.257894737,1581.052632,0.210526316,4889.017857,-1.425631579,1927.368421,78.28526316,0,0,0,86.13217895,13.56157895,1.198,0.4,8.394736842,26.72631579,1.199,0,3.485976941,0,-2.585690386
-3.127084257,130.4,1.52,1.429,2.16,1791,0.4,6189.632714,-0.557231034,3356,11.3,0,0,0.1,167.36954,25.424,1.0521,0.802,7.66,52.58,1.6399,0,3.321071736,0,-2.861698795
-4.042123054,111,2.627777778,1.429,2.738888889,2381.111111,0.138888889,5594.2858,-1.610666667,2976.111111,80.8,0.977777778,0.088888889,0.088888889,47.98095556,7.767222222,1.201944444,0.4,10.89444444,27.67222222,1.295877778,0,4.243095735,11,-2.988238753
-4.581052097,130.4,3.705428571,1.429,2.264285714,1356.457143,0.021428571,4522.904833,-0.892910714,3102.914286,108.0537143,0.411428571,0.264285714,0.264285714,64.27402857,9.6528,1.240274286,0.802,5.959142857,30.83457143,1.137260286,0.000179652,4.312459472,10,-3.227945031
-4.160933856,138.4,2.023809524,1.429,2.055555556,1278.571429,0.134920635,3756.4858,-0.860357143,1968.253968,96.1434127,0,0,0.079365079,100.3186381,15.09920635,1.221111111,0.802,6.293650794,36.43174603,1.193412698,0,3.13621923,0,-2.938816533
-7.962917952,8,5.914893617,2260,3.617021277,1363.829787,0,4018.333333,0.436595745,4265.957447,75.36382979,0,0,0.957446809,9.136170213,0.729574596,0.505106383,1.67,4.042553191,33.5787234,1.274255319,0,6.408339519,0,-5.40892897
-4.198431564,220.4,2.224660644,1.429,2.141890933,1244.927399,0.141890933,5345.347,-0.93376413,2018.232985,94.50892967,0.236484889,0.094593955,0.094593955,104.4094801,15.75935298,1.203244573,0.802,6.342903088,38.33420044,1.167355153,5.71182E-05,3.627062771,10,-2.965886127
-4.25379,99,2.180555556,1.429,2.130952381,1304.166667,0.158730159,4106.0858,-1.120198413,2074.404762,72.87400794,0,0,0.10515873,87.76328095,13.89027778,1.185,0.802,6.136904762,36.6547619,1.175972222,0,3.144359311,0,-3.02898203
-4.154309674,130.4,2.196007971,1.429,2.098003985,1191.908138,0.127405181,4796.238167,-0.932231061,1982.473621,98.83741465,0,0.098003985,0.101270785,101.166959,15.30952925,1.211995688,0.802,6.359347947,35.35003757,1.152687923,7.8903E-05,3.685901589,0,-2.885429175
-4.117980422,130.4,2.451713396,1.429,2.089563863,1210.669782,0.15576324,6728.4858,-0.908683801,1776.090343,98.01588785,0.463395639,0.066199377,0.07788162,97.67048411,14.71105919,1.216744548,0.802,6.950155763,36.26168224,1.170833333,0,3.189803744,7,-2.873885417
-3.514137942,220.4,1.219512195,1.429,2.048780488,1404.878049,0.243902439,7249.0858,-1.227052145,1815.853659,75.18536585,0,0,0,56.12549756,8.406097561,1.271585366,0.802,7.829268293,24.63414634,1.263439024,0,2.962424967,0,-2.323091122
-4.057276583,130.4,1.538819876,1.429,2.077639752,1209.627329,0.155279503,5306.60725,-0.908574017,1838.043478,98.83819876,0.232919255,0.077639752,0.077639752,95.79159596,14.37562112,1.220667702,0.802,7.063664596,35.91304348,1.166888199,0,3.147376759,3,-2.799886141
-8.506827706,94,6.25,1848,4.45,7000,0.05,4372.666667,0.0835,7095,69,0,0,0.05,97.675,13.74,0.6105,5.6,4.45,107.15,1.41375,0,5.63398669,0,-8.482792169
-4.177614908,130.4,1.994566929,1.429,2.078740157,1187.212598,0.157480315,4808.6858,-0.920030709,1885.826772,93.55175591,0,0,0.084173228,97.56902205,14.68329134,1.215014961,-5.816666667,6.320393701,36.25188976,1.179427244,0,3.159706408,0,-2.946836201
-7.475838539,84,6.5,2700,4.5,3002.5,0,4904.666667,-0.1954375,3752.5,45.15,0,0,0,38.085,4.3475,0.558,6.8,6.75,100.9875,1.34375,0,5.924086085,0,-7.465838117
-4.189065013,112,2.517082179,1.429,2.221606648,1372.576177,0.110803324,6469.5715,-1.066297322,2319.021237,90.26897507,0,0.120036934,0.120036934,77.58559021,12.17728532,1.220775623,0.4,7.144967682,31.61588181,1.172853186,9.66417E-05,3.970823511,0,-2.926770676
-4.276456224,211.7,2.084285714,1.429,2.501428571,1721.571429,0.141428571,5885.238167,-1.170153571,2029,85.26857143,0.5,0.072857143,0.072857143,67.30704286,10.52414286,1.204857143,0.802,6.501428571,51.69285714,1.146967143,0.000005243,3.434482414,7,-2.913038927
-4.483652814,148,3.8625,1.429,3.3625,2362.5,0,4481.6875,-1.04321875,3842.5,76.43375,0,0.25,0.4,41.35286875,5.08,0.948375,-5.816666667,8.6375,57.6,1.322775,0.211267555,5.388424644,0,-3.808564523
-7.48597375,0,6.44975,5904,4.55025,3060.175,0,6384.666667,-0.23038,3839.95,45.4535,0,0,0,36.34075,3.645975,0.56402,8.12,7.05025,106.0325,1.339632,0,5.905212207,0,-7.477461939
-5.146105446,275,3.597246127,1738,2.719449225,1548.192771,0.280550775,2299.333333,-0.720671256,3533.046472,-44.54388985,0,0,0.280550775,69.69707401,7.45232358,0.37707401,3.03,2.719449225,318.2550775,1.16788296,0,8.450410216,0,-3.956977999
-4.17583171,130.4,2.238817286,1.429,2.102350265,1194.465504,0.125094769,4025.4858,-0.935509856,2011.372252,99.28043973,0,0.102350265,0.102350265,100.5418958,15.21493556,1.212812737,0.802,6.329795299,35.18953753,1.150845337,8.24022E-05,3.706507303,0,-2.900985559
-4.12767863,130.4,1.860031104,1.429,2.062208398,1159.40902,0.171073095,3690.6858,-0.949027994,1776.827372,92.35194401,0,0,0.062208398,100.7305104,15.19440124,1.216951788,0.802,6.295489891,35.281493,1.176034215,0,3.155886202,0,-2.885481513
-4.6054368,158,4.400285714,1.429,2.307285714,1385.885714,0,6304.0858,-0.978473571,3228.785714,111.8073857,2.921428571,0.285714286,0.264428571,62.00051429,9.118171429,1.269631429,0.802,6.671142857,28.412,1.120082143,0.000240577,3.3712505,13,-3.250057128
-4.227966455,160.4,2.023584906,1.429,2.110062893,1183.176101,0.157232704,4955.4858,-0.922484277,1889.937107,93.52688679,0,0,0.078616352,96.44001006,14.5086478,1.213836478,0.802,6.290880503,37.03616352,1.178136792,0.016593261,3.178381322,0,-2.996053019
-4.073191835,130.4,1.4,1.429,2.066666667,1180,0.133333333,5438.10725,-0.934,1726.666667,103.2,0.066666667,0.066666667,0.066666667,110.64928,16.64666667,1.203333333,0.802,7.4,39.86666667,1.1448,0,3.227073298,1,-2.828495042
-4.153254522,130.4,1.9,1.429,2.06,1146,0.14,4182.238167,-0.939766667,1703.333333,99.49333333,0.146666667,0.013333333,0.06,111.8319467,16.87266667,1.2,0.802,6.62,38.612,1.148106667,0,3.238194532,11,-2.910483245
-4.190062313,130.4,1.984102952,0.0899,2.059803179,1150.643452,0.151400454,3380.70378,-0.98503028,1824.375473,94.91960636,0,0,0.091597275,95.29976646,14.34519304,1.224330053,0.666793,6.22331567,35.00378501,1.155276306,0,3.161125738,0,-2.935865666
-4.945592534,153,2.5,1.429,3.25,2000,0.25,3982.0715,-1.382,2355,30.0875,0,0,0,26.007025,4.2825,1.04225,0.802,6.25,51.275,1.30075,0.26383285,4.032483903,0,-4.028088444
-4.080482159,170.4,1.625876851,1.429,2.093530787,1217.069369,0.155884645,5978.0858,-0.944914263,1839.049104,98.45307872,0.311769291,0.077942323,0.077942323,92.7721233,13.99688231,1.216991426,0.802,6.99766173,37.24084178,1.171200312,0.001006504,3.182296037,4,-2.836355491
-3.697914637,123,1.610500896,1.429,2.077899821,1590.597492,0.233699462,4990.2858,-1.27488315,1980.096596,57.59139207,0,0,0.077899821,82.33919247,13.11053985,1.257443328,0.802,7.480096596,24.22684428,1.209551297,0,3.403969485,0,-2.464682798
-4.193479605,170.4,2.00477707,1.429,2.084394904,1192.675159,0.159235669,5162.2858,-0.911544586,1898.407643,93.63678344,0,0,0.079617834,98.73695414,14.86735669,1.212707006,0.802,6.313694268,37.21656051,1.183987261,0.000308442,3.166639558,0,-2.974502352
-4.248515944,130.4,2.528700906,1.429,2.128398792,1219.033233,0.098187311,4522.904833,-0.938179758,2170.694864,102.9202417,0.528700906,0.128398792,0.128398792,98.82069305,14.90256798,1.216691843,0.802,6.513595166,35.33987915,1.139116314,6.08082E-05,3.628724504,10,-2.966492043
-8.097351465,77,6.085106383,2260,3.617021277,1351.06383,0,3746.333333,0.62106383,4087.234043,71.10851064,0,0,1,7.519148936,0.840212766,0.508510638,1.67,3.617021277,33.36595745,1.277574468,0,6.34859945,0,-5.552882298
-8.584702406,94,6.41,2700,4.59,6931,0,5531,-0.30625,7108,90,0,0,0,83.586,10.98200027,0.6141,5.84,5.49,99.63,1.42385,0,5.31282213,0,-8.539073928
-5.488903175,148,4.45,1.429,3.95,2285,0,4407.854167,-1.099625,4090,82.97,0,0.25,0.25,35.337375,4.195,0.9235,0.557,8.05,75.7,1.314,0.527866975,5.758494375,0,-4.849299675
-5.635684253,159,4.4875,1.429,3.9875,2290,0,3595.520833,-1.216787202,3905,75.22875,0,0.25,0.25,34.74473125,4.13,0.911375,0.557,7.7625,74.15,1.306625,0.527866975,5.975230808,0,-4.930320369
-3.798677163,130.4,1.291896145,1.429,2.078678206,1223.839496,0.157356412,4750.35725,-0.961467349,1861.132966,98.16530291,0,0.078678206,0,100.432278,15.05900865,1.212745869,0.802,7.337529504,32.73013375,1.189008655,0,3.05384438,0,-2.576565785
-3.985094369,123,1.730941704,1.429,2.538116592,1930.493274,0.179372197,4576.2858,-1.736973094,2104.484305,78.78609865,0,0,0,50.49089776,8.153363229,1.232107623,0.4,9.856502242,20.28699552,1.196547085,0,3.987248625,0,-2.698791972
-8.537587804,148,6.25,5727,4.75,7105,0,7229.25,-1.5219375,7077.5,97.15,0,0,0,56.865,6.7425,0.656,4.31,7.25,88.7375,1.469625,0,5.817946568,0,-8.509185691
-4.16654033,170.4,1.906614786,1.429,2.077821012,1164.202335,0.167315175,4560.238167,-0.944046693,1793.774319,92.83579767,0,0,0.06614786,96.47522879,14.55330739,1.216420233,0.802,6.287937743,36.45836576,1.175385214,0.000753703,3.16563054,0,-2.923952095
-8.499481147,161.7,6.425,2700,4.575,6975,0,5363,-0.04475,6790,86.999,0,0,0.025,93.651,13.6325,0.614,3.77,4.825,94.3625,1.4285,0,5.563577086,0,-8.46380178
-3.8995734,130.4,1.515384615,1.429,2.023076923,1099.230769,0.153846154,5110.6858,-0.941307692,1417.692308,95.27692308,0,0,0.076923077,101.1224462,15.27153846,1.215461538,0.802,6.792307692,35.44,1.151484615,0,3.198205217,0,-2.647253401
-4.648041729,112,3.869953251,1.429,2.28332625,1378.311376,0,5519.35725,-0.868710157,3205.765689,112.0590594,0.28332625,0.28332625,0.28332625,60.87057325,9.128771781,1.240770647,0.802,5.94333475,31.39254852,1.131019975,0.000205295,4.467829709,10,-3.284562355
-3.929839975,123,1.706666667,1.429,2.406666667,1777.333333,0.193333333,5130.404833,-1.5798,2044,74.26666667,0.046666667,0.006666667,0.006666667,67.19994667,10.76333333,1.216333333,0.4,8.986666667,24.69333333,1.20328,0,3.775928696,7,-2.686402449
-8.767177887,26.7,3.828125,1.251,3.84375,500,0,1076.417,0.837327474,539.0625,117.4835938,0,0,0.9453125,7.711140469,1.16484375,0.219140625,1.1,3.84375,6.8359375,0.96421875,0,8.254779503,0,-4.667578346
-10.44352338,0,5.18,10280,6.82,954,0,10890,0.1271,432,74.68,0,0,0.82,66.332,3.11482,0.5654,11.4,6.82,369.56,1.35872,0,8.97085266,0,-10.22754373
-5.519456989,163.7,2.86,968,4.74,2512,0.14,4519.75,-1.268,2766,36.282,0,0,0,63.116,7.598,0.712,4.31,9.54,102.12,1.4772,0.84426512,5.473320211,0,-5.344741538
-4.05747514,130.4,2.023076923,1.429,2.076923077,1207.692308,0.153846154,5782.4858,-0.919269231,1830.769231,99.12307692,0.126923077,0.076923077,0.076923077,96.72975385,14.55384615,1.217884615,0.802,7.246153846,36.68461538,1.164007692,0,3.147009481,11,-2.801417014
-4.526883809,163,1.9775,0.0899,3.4325,1754.25,0.25,4810.21798,-1.9556125,2415.75,5.485,0,0,0.2725,83.040875,11.72575,0.91975,0.666793,6.5225,67.6825,1.23052,0.518066624,4.753327754,0,-4.111508175
-3.925870403,130.4,1.723756906,1.429,2.078926598,1226.124704,0.157853197,5128.2858,-0.936996843,1865.43015,98.02975533,0.43409629,0.078926598,0.039463299,99.86452707,15.01973165,1.217679558,0.802,6.90765588,34.09629045,1.186037885,0,3.122313094,11,-2.702468449
-4.204432994,130.4,2.030769231,1.429,2.084615385,1165.384615,0.153846154,3920.6858,-0.937461538,1853.846154,94.71307692,0,0,0.076923077,95.57475385,14.4,1.217769231,0.802,6.246153846,35.15769231,1.169938462,0,3.18621983,0,-2.94884578
-4.877368954,9.9,3.093023256,1.251,4.023255814,2223.255814,0,1762.61625,-2.860368217,2318.604651,109.1953488,0,0,0.465116279,30.89415814,4.072093023,1.24372093,1.1,4.023255814,24.88372093,1.284883721,0,3.025840244,0,-3.698651254
-5.458483971,166.9,2.922,856,4.678,3217.8,0.078,4491.75,-1.388813333,2721.4,42.24392,0,0,0,66.0202,8.2192,0.74698,4.31,9.478,101.3068,1.51226,0.84426512,5.288629886,0,-5.283989028
-10.93975683,0,5.5,10280,6.5,6250,0,16435,0.1225,3175,99.5,0,0,0.25,125.4,16.05,0.6,8.5,10,379,1.3565,0,8.672078933,0,-10.71767224
-3.90825915,123,1.6,1.429,2.4,1786.666667,0.2,4576.2858,-1.594933333,2010.666667,72.73333333,0,0,0,65.84301333,10.616,1.219466667,0.4,8.933333333,24.38666667,1.2068,0,3.756776917,0,-2.665855339
-5.037168956,275,3.366666667,1738,2.666666667,1533.333333,0.3,4372.666667,-0.711,3576.666667,-47.05666667,0,0,0.3,78.16666667,8.743333333,0.393666667,3.03,2.966666667,311.4533333,1.175933333,0,8.211632583,0,-3.886484998
-4.008206944,123,1.803407602,1.429,2.393184797,1684.141547,0.176933159,5527.632714,-1.515203145,2045.87156,77.12228047,0,0,0.01965924,64.24624666,10.27653997,1.222673657,0.4,8.883355177,24.62778506,1.194154653,0,3.764144617,0,-2.746222681
-3.869297548,112,3,1.429,3,3052.857143,0.242857143,6184.204143,-1.271035714,4530,29.82857143,0,0.042857143,0.185714286,64.64105714,10.64857143,1.106857143,0.4,11.71428571,41.81428571,1.635871429,3.45043E-05,4.686176428,0,-3.490168335
